"Notes"	"Single Race 6"	"Single Race 6 Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Sex"	"Sex Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Emporia city, VA"	"51595"	16	528	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Franklin city, VA"	"51620"	31	758	4089.7
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Fredericksburg city, VA"	"51630"	21	759	2766.8
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Hampton city, VA"	"51650"	174	10025	1735.7
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Hopewell city, VA"	"51670"	37	1055	3507.1
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Lynchburg city, VA"	"51680"	72	2426	2967.8
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Manassas city, VA"	"51683"	13	846	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Martinsville city, VA"	"51690"	40	913	4381.2
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Newport News city, VA"	"51700"	282	9615	2932.9
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Norfolk city, VA"	"51710"	388	11582	3350.0
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Petersburg city, VA"	"51730"	133	3547	3749.6
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Portsmouth city, VA"	"51740"	197	6668	2954.4
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Richmond city, VA"	"51760"	464	16541	2805.2
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Roanoke city, VA"	"51770"	114	3971	2870.8
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Salem city, VA"	"51775"	12	283	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Staunton city, VA"	"51790"	18	459	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Suffolk city, VA"	"51800"	130	5602	2320.6
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Virginia Beach city, VA"	"51810"	182	10549	1725.3
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Williamsburg city, VA"	"51830"	15	423	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Clark County, WA"	"53011"	31	1814	1708.9
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"King County, WA"	"53033"	383	19940	1920.8
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Kitsap County, WA"	"53035"	19	1354	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Pierce County, WA"	"53053"	186	10692	1739.6
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Snohomish County, WA"	"53061"	37	4126	896.8
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Spokane County, WA"	"53063"	27	1510	1788.1
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Thurston County, WA"	"53067"	20	1630	1227.0
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Yakima County, WA"	"53077"	13	441	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Berkeley County, WV"	"54003"	38	1985	1914.4
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Cabell County, WV"	"54011"	18	574	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Fayette County, WV"	"54019"	21	376	5585.1
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Jefferson County, WV"	"54037"	15	722	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Kanawha County, WV"	"54039"	72	2196	3278.7
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"McDowell County, WV"	"54047"	12	356	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Mercer County, WV"	"54055"	13	530	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Raleigh County, WV"	"54081"	16	863	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Brown County, WI"	"55009"	10	572	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Dane County, WI"	"55025"	78	2591	3010.4
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Kenosha County, WI"	"55059"	32	1171	2732.7
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Milwaukee County, WI"	"55079"	865	27440	3152.3
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Racine County, WI"	"55101"	86	2282	3768.6
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Rock County, WI"	"55105"	26	927	2804.7
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Winnebago County, WI"	"55139"	13	359	Unreliable
	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	"Laramie County, WY"	"56021"	12	311	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Autauga County, AL"	"01001"	26	1408	1846.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Baldwin County, AL"	"01003"	52	2649	1963.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Barbour County, AL"	"01005"	36	1742	2066.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Bibb County, AL"	"01007"	12	484	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Bullock County, AL"	"01011"	24	1020	2352.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Butler County, AL"	"01013"	40	1415	2826.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Calhoun County, AL"	"01015"	68	3523	1930.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Chambers County, AL"	"01017"	30	2191	1369.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Chilton County, AL"	"01021"	19	649	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Choctaw County, AL"	"01023"	17	1161	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Clarke County, AL"	"01025"	38	1517	2504.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Coffee County, AL"	"01031"	25	1246	2006.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Colbert County, AL"	"01033"	34	1540	2207.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Conecuh County, AL"	"01035"	17	932	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Covington County, AL"	"01039"	12	715	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Crenshaw County, AL"	"01041"	19	456	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Dale County, AL"	"01045"	32	1365	2344.3
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Dallas County, AL"	"01047"	74	4132	1790.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Elmore County, AL"	"01051"	46	1844	2494.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Escambia County, AL"	"01053"	50	1487	3362.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Etowah County, AL"	"01055"	61	2544	2397.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Greene County, AL"	"01063"	20	1324	1510.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hale County, AL"	"01065"	26	1532	1697.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Henry County, AL"	"01067"	14	967	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Houston County, AL"	"01069"	79	3704	2132.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Jefferson County, AL"	"01073"	912	45404	2008.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lauderdale County, AL"	"01077"	34	1284	2648.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lawrence County, AL"	"01079"	20	675	2963.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lee County, AL"	"01081"	77	4789	1607.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Limestone County, AL"	"01083"	21	1765	1189.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lowndes County, AL"	"01085"	26	1137	2286.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Macon County, AL"	"01087"	53	2900	1827.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Madison County, AL"	"01089"	165	11413	1445.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Marengo County, AL"	"01091"	43	1498	2870.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Mobile County, AL"	"01097"	463	20763	2229.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Monroe County, AL"	"01099"	41	1595	2570.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Montgomery County, AL"	"01101"	335	18345	1826.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Morgan County, AL"	"01103"	41	2099	1953.3
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Perry County, AL"	"01105"	27	991	2724.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Pickens County, AL"	"01107"	29	1240	2338.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Pike County, AL"	"01109"	30	1510	1986.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Randolph County, AL"	"01111"	14	634	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Russell County, AL"	"01113"	63	3479	1810.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"St. Clair County, AL"	"01115"	14	1032	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Shelby County, AL"	"01117"	54	3500	1542.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Sumter County, AL"	"01119"	33	1504	2194.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Talladega County, AL"	"01121"	92	3722	2471.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Tallapoosa County, AL"	"01123"	44	1694	2597.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Tuscaloosa County, AL"	"01125"	170	8492	2001.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Walker County, AL"	"01127"	12	538	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Wilcox County, AL"	"01131"	30	1112	2697.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Anchorage Borough, AK"	"02020"	29	1590	1823.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Maricopa County, AZ"	"04013"	463	26074	1775.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Pima County, AZ"	"04019"	98	4589	2135.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Pinal County, AZ"	"04021"	45	2655	1694.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Arkansas County, AR"	"05001"	21	667	3148.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Ashley County, AR"	"05003"	21	834	2518.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Bradley County, AR"	"05011"	14	512	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Chicot County, AR"	"05017"	24	903	2657.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Clark County, AR"	"05019"	22	741	2969.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Columbia County, AR"	"05027"	27	1114	2423.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Craighead County, AR"	"05031"	27	959	2815.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Crittenden County, AR"	"05035"	90	3077	2924.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Cross County, AR"	"05037"	11	543	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Dallas County, AR"	"05039"	12	527	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Desha County, AR"	"05041"	22	895	2458.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Drew County, AR"	"05043"	13	685	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Faulkner County, AR"	"05045"	24	1132	2120.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Garland County, AR"	"05051"	22	1209	1819.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hempstead County, AR"	"05057"	15	929	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hot Spring County, AR"	"05059"	13	591	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Howard County, AR"	"05061"	13	395	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Jefferson County, AR"	"05069"	102	5775	1766.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lee County, AR"	"05077"	18	758	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lonoke County, AR"	"05085"	11	634	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Miller County, AR"	"05091"	32	1455	2199.3
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Mississippi County, AR"	"05093"	60	1933	3104.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Monroe County, AR"	"05095"	10	483	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Ouachita County, AR"	"05103"	40	1787	2238.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Phillips County, AR"	"05107"	33	1840	1793.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Poinsett County, AR"	"05111"	12	221	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Pulaski County, AR"	"05119"	375	19821	1891.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"St. Francis County, AR"	"05123"	34	1878	1810.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Saline County, AR"	"05125"	15	877	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Sebastian County, AR"	"05131"	23	1092	2106.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Union County, AR"	"05139"	59	1954	3019.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"White County, AR"	"05145"	10	384	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Alameda County, CA"	"06001"	520	27288	1905.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Contra Costa County, CA"	"06013"	278	15317	1815.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Fresno County, CA"	"06019"	120	5482	2189.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Kern County, CA"	"06029"	117	5063	2310.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Kings County, CA"	"06031"	19	656	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Los Angeles County, CA"	"06037"	2269	121110	1873.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Madera County, CA"	"06039"	13	684	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Marin County, CA"	"06041"	13	655	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Merced County, CA"	"06047"	26	1256	2070.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Monterey County, CA"	"06053"	19	1411	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Orange County, CA"	"06059"	96	7473	1284.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Riverside County, CA"	"06065"	382	21173	1804.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Sacramento County, CA"	"06067"	381	19815	1922.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"San Bernardino County, CA"	"06071"	498	23743	2097.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"San Diego County, CA"	"06073"	258	17614	1464.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"San Francisco County, CA"	"06075"	145	6229	2327.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"San Joaquin County, CA"	"06077"	172	7401	2324.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"San Mateo County, CA"	"06081"	32	2867	1116.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Santa Clara County, CA"	"06085"	78	5496	1419.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Solano County, CA"	"06095"	122	9918	1230.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Sonoma County, CA"	"06097"	17	925	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Stanislaus County, CA"	"06099"	44	1805	2437.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Tulare County, CA"	"06107"	11	906	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Ventura County, CA"	"06111"	21	2222	945.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Adams County, CO"	"08001"	34	1427	2382.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Arapahoe County, CO"	"08005"	96	7591	1264.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Denver County, CO"	"08031"	174	8632	2015.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"El Paso County, CO"	"08041"	65	3684	1764.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Fairfield County, CT"	"09001"	187	Not Available	Not Available
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hartford County, CT"	"09003"	213	Not Available	Not Available
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Middlesex County, CT"	"09007"	19	Not Available	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"New Haven County, CT"	"09009"	223	Not Available	Not Available
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"New London County, CT"	"09011"	29	Not Available	Not Available
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Kent County, DE"	"10001"	108	6955	1552.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"New Castle County, DE"	"10003"	305	19310	1579.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Sussex County, DE"	"10005"	65	4262	1525.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"District of Columbia, DC"	"11001"	1041	48119	2163.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Alachua County, FL"	"12001"	128	6357	2013.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Bay County, FL"	"12005"	44	2257	1949.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Bradford County, FL"	"12007"	12	609	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Brevard County, FL"	"12009"	145	9206	1575.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Broward County, FL"	"12011"	937	72330	1295.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Charlotte County, FL"	"12015"	22	1746	1260.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Citrus County, FL"	"12017"	11	915	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Clay County, FL"	"12019"	40	2971	1346.3
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Collier County, FL"	"12021"	30	3060	980.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Columbia County, FL"	"12023"	27	1487	1815.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Duval County, FL"	"12031"	637	35394	1799.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Escambia County, FL"	"12033"	176	9082	1937.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Flagler County, FL"	"12035"	31	2154	1439.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Gadsden County, FL"	"12039"	75	4029	1861.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hamilton County, FL"	"12047"	13	608	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hendry County, FL"	"12051"	14	529	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hernando County, FL"	"12053"	24	1537	1561.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Highlands County, FL"	"12055"	33	1540	2142.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Hillsborough County, FL"	"12057"	471	28502	1652.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Indian River County, FL"	"12061"	42	2041	2057.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Jackson County, FL"	"12063"	27	1608	1679.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Jefferson County, FL"	"12065"	18	815	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lake County, FL"	"12069"	97	5821	1666.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Lee County, FL"	"12071"	117	7555	1548.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Leon County, FL"	"12073"	164	8983	1825.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Levy County, FL"	"12075"	14	672	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Madison County, FL"	"12079"	21	1238	1696.3
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Manatee County, FL"	"12081"	76	4627	1642.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Marion County, FL"	"12083"	106	6735	1573.9
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Martin County, FL"	"12085"	15	926	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Miami-Dade County, FL"	"12086"	1051	64026	1641.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Nassau County, FL"	"12089"	16	890	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Okaloosa County, FL"	"12091"	30	2089	1436.1
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Orange County, FL"	"12095"	460	31908	1441.6
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Osceola County, FL"	"12097"	54	5982	902.7
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Palm Beach County, FL"	"12099"	481	34406	1398.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Pasco County, FL"	"12101"	64	4237	1510.5
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Pinellas County, FL"	"12103"	252	13427	1876.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Polk County, FL"	"12105"	267	14042	1901.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Putnam County, FL"	"12107"	35	1738	2013.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"St. Johns County, FL"	"12109"	30	2127	1410.4
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"St. Lucie County, FL"	"12111"	132	9769	1351.2
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Santa Rosa County, FL"	"12113"	14	1015	Unreliable
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Sarasota County, FL"	"12115"	46	2861	1607.8
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Seminole County, FL"	"12117"	93	7226	1287.0
	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	"Sumter County, FL"	"12119"	15	1127	Unreliable
